player_name,year,target_points,datapoints,points,passing_attempts,passing_completions,passing_yards,passing_touchdowns,passing_interceptions,passing_two_points,rushing_attempts,rushing_yards,rushing_touchdowns,rushing_two_points,receiving_receptions,receiving_yards,receiving_touchdowns,receiving_two_points,fumble_fumbles,fumble_touchdowns
Cecil Shorts,2012,7.75,12,11.083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,-0.3333333333333333,0.0,0.0,4.5,80.91666666666667,0.5833333333333334,0.0,0.08333333333333333,0.0
Cecil Shorts,2013,5.545454545454546,12,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,64.75,0.25,0.0,0.0,0.0
Devin Thomas,2010,1.0,0,,,,,,,,,,,,,,,,,
Devin Thomas,2011,,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.333333333333334,0.0,0.0,0.0,0.0
Devin Thomas,2012,,0,,,,,,,,,,,,,,,,,
Devin Thomas,2013,,0,,,,,,,,,,,,,,,,,
Edmond Gates,2010,1.0,0,,,,,,,,,,,,,,,,,
Edmond Gates,2011,3.142857142857143,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0
Edmond Gates,2012,2.5,7,3.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.7142857142857142,0.0,0.0,2.2857142857142856,32.0,0.0,0.0,0.0,0.0
Edmond Gates,2013,,4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,29.75,0.0,0.0,0.0,0.0
Stephen Burton,2010,3.0,0,,,,,,,,,,,,,,,,,
Stephen Burton,2011,4.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0
Stephen Burton,2012,2.3333333333333335,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.5,0.5,0.0,0.0,0.0
Stephen Burton,2013,,3,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-3.0,0.0,0.0,2.6666666666666665,25.333333333333332,0.0,0.0,0.0,0.0
Jerheme Urban,2010,8.0,0,,,,,,,,,,,,,,,,,
Jerheme Urban,2011,,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,28.0,1.0,0.0,0.0,0.0
Jerheme Urban,2012,,0,,,,,,,,,,,,,,,,,
Jerheme Urban,2013,,0,,,,,,,,,,,,,,,,,
Emmanuel Arceneaux,2010,1.0,0,,,,,,,,,,,,,,,,,
Emmanuel Arceneaux,2011,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0
Emmanuel Arceneaux,2012,,0,,,,,,,,,,,,,,,,,
Emmanuel Arceneaux,2013,,0,,,,,,,,,,,,,,,,,
Ricardo Lockette,2010,8.0,0,,,,,,,,,,,,,,,,,
Ricardo Lockette,2011,,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.5,0.5,0.0,0.0,0.0
Ricardo Lockette,2012,2.5,0,,,,,,,,,,,,,,,,,
Ricardo Lockette,2013,4.333333333333333,2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0
Ryan Whalen,2010,2.0,0,,,,,,,,,,,,,,,,,
Ryan Whalen,2011,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0
Ryan Whalen,2012,,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,20.5,0.0,0.0,0.0,0.0
Ryan Whalen,2013,,0,,,,,,,,,,,,,,,,,
Carlton Mitchell,2010,1.0,0,,,,,,,,,,,,,,,,,
Carlton Mitchell,2011,,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,15.5,0.0,0.0,0.0,0.0
Carlton Mitchell,2012,,0,,,,,,,,,,,,,,,,,
Carlton Mitchell,2013,,0,,,,,,,,,,,,,,,,,
Donnie Avery,2010,10.0,0,,,,,,,,,,,,,,,,,
Donnie Avery,2011,6.0,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,1.0,0.0,0.0,0.0
Donnie Avery,2012,5.153846153846154,15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.6,0.0,0.0,4.0,52.06666666666667,0.2,0.0,0.0,0.0
Donnie Avery,2013,3.0,13,5.153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.46153846153846156,0.0,0.0,2.8461538461538463,44.84615384615385,0.15384615384615385,0.0,0.0,0.0
David Ausberry,2010,1.0,0,,,,,,,,,,,,,,,,,
David Ausberry,2011,1.4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0
David Ausberry,2012,,5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,16.6,0.0,0.0,0.0,0.0
David Ausberry,2013,1.0,0,,,,,,,,,,,,,,,,,
Stephen Hill,2010,,0,,,,,,,,,,,,,,,,,
Stephen Hill,2011,6.666666666666667,0,,,,,,,,,,,,,,,,,
Stephen Hill,2012,5.0,6,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,42.0,0.5,0.0,0.0,0.0
