player_name,year,target_points,datapoints,points,preseason_rank,passing_attempts,passing_completions,passing_yards,passing_touchdowns,passing_interceptions,passing_two_points,rushing_attempts,rushing_yards,rushing_touchdowns,rushing_two_points,receiving_receptions,receiving_yards,receiving_touchdowns,receiving_two_points,fumble_fumbles,fumble_touchdowns,pat_attempts,pat_made,fg_attempts,fg_made,fifty_yd_fg_made,defensive_sacks,defensive_interceptions,defensive_safeties,defensive_fumble_recoveries,defensive_blocked_kicks,defensive_touchdowns,defensive_points_against,defensive_passing_yards_allowed,defensive_rushing_yards_allowed,defensive_total_yards_allowed
Arian Foster,2010,18.53846153846154,16,19.6875,26,0.0,0.0,0.0,0.0,0.0,0.0,20.4375,101.0,1.0,0.0,4.125,37.75,0.125,0.0,0.125,0.0,,,,,,,,,,,,,,,
Arian Foster,2011,15.625,13,18.53846153846154,8,0.0,0.0,0.0,0.0,0.0,0.0,21.384615384615383,94.15384615384616,0.7692307692307693,0.0,4.076923076923077,47.46153846153846,0.15384615384615385,0.0,0.23076923076923078,0.0,,,,,,,,,,,,,,,
Arian Foster,2012,11.571428571428571,16,15.625,3,0.0,0.0,0.0,0.0,0.0,0.0,21.9375,89.0,0.9375,0.0,2.5,13.5625,0.125,0.0,0.125,0.0,,,,,,,,,,,,,,,
Arian Foster,2013,17.46153846153846,7,11.571428571428571,9,0.0,0.0,0.0,0.0,0.0,0.0,17.285714285714285,77.42857142857143,0.14285714285714285,0.14285714285714285,3.142857142857143,26.142857142857142,0.14285714285714285,0.0,0.0,0.0,,,,,,,,,,,,,,,
Matt Forte,2010,13.25,16,12.5625,57,0.0,0.0,0.0,0.0,0.0,0.0,14.8125,66.8125,0.375,0.0,3.1875,34.1875,0.1875,0.0625,0.125,0.0,,,,,,,,,,,,,,,
Matt Forte,2011,11.2,12,13.25,13,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,16.916666666666668,83.08333333333333,0.25,0.0,4.333333333333333,40.833333333333336,0.08333333333333333,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,
Matt Forte,2012,15.8125,15,11.2,32,0.0,0.0,0.0,0.0,0.0,0.0,16.533333333333335,72.93333333333334,0.3333333333333333,0.0,2.933333333333333,22.666666666666668,0.06666666666666667,0.0,0.06666666666666667,0.0,,,,,,,,,,,,,,,
Matt Forte,2013,14.5625,16,15.8125,11,0.0,0.0,0.0,0.0,0.0,0.0,18.0625,83.6875,0.5625,0.0625,4.625,37.125,0.1875,0.0,0.125,0.0,,,,,,,,,,,,,,,
Chris Johnson,2010,9.875,15,14.533333333333333,2,0.0,0.0,0.0,0.0,0.0,0.0,20.6,90.6,0.7333333333333333,0.0,2.8,16.2,0.06666666666666667,0.0,0.13333333333333333,0.0,,,,,,,,,,,,,,,
Chris Johnson,2011,10.375,16,9.875,1,0.0,0.0,0.0,0.0,0.0,0.0,16.375,65.4375,0.25,0.0,3.5625,26.125,0.0,0.0,0.0625,0.0,,,,,,,,,,,,,,,
Chris Johnson,2012,11.9375,16,10.375,5,0.0,0.0,0.0,0.0,0.0,0.0,17.25,77.6875,0.375,0.0,2.25,14.5,0.0,0.0,0.25,0.0,,,,,,,,,,,,,,,
Chris Johnson,2013,5.533333333333333,16,11.9375,24,0.0,0.0,0.0,0.0,0.0,0.0,17.4375,67.3125,0.375,0.0,2.625,21.5625,0.25,0.0,0.125,0.0,,,,,,,,,,,,,,,
Jahvid Best,2010,13.333333333333334,15,8.466666666666667,22,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,11.4,37.0,0.26666666666666666,0.0,3.8666666666666667,32.46666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,,,,,,,,,,,,,,,
Jahvid Best,2011,,6,13.333333333333334,32,0.0,0.0,0.0,0.0,0.0,0.0,14.0,65.0,0.3333333333333333,0.0,4.5,47.833333333333336,0.16666666666666666,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jahvid Best,2012,,0,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahvid Best,2013,,0,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Thomas,2010,8.0,6,9.0,18,0.0,0.0,0.0,0.0,0.0,0.0,13.833333333333334,44.833333333333336,0.3333333333333333,0.0,4.833333333333333,33.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
