player_name,year,target_points,datapoints,points,preseason_rank,passing_attempts,passing_completions,passing_yards,passing_touchdowns,passing_interceptions,passing_two_points,rushing_attempts,rushing_yards,rushing_touchdowns,rushing_two_points,receiving_receptions,receiving_yards,receiving_touchdowns,receiving_two_points,fumble_fumbles,fumble_touchdowns,pat_attempts,pat_made,fg_attempts,fg_made,fifty_yd_fg_made,defensive_sacks,defensive_interceptions,defensive_safeties,defensive_fumble_recoveries,defensive_blocked_kicks,defensive_touchdowns,defensive_points_against,defensive_passing_yards_allowed,defensive_rushing_yards_allowed,defensive_total_yards_allowed
Jeff King,2013,,0,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Dugan,2010,,1,1.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jeff Dugan,2011,,0,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Dugan,2012,,0,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Dugan,2013,,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Clark,2010,,1,1.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Desmond Clark,2011,,0,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Clark,2012,,0,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Clark,2013,,0,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Martin,2010,,4,2.25,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,10.75,0.25,0.0,0.0,0.0,,,,,,,,,,,,,,,
David Martin,2011,,0,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Martin,2012,,0,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Martin,2013,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Dray,2010,2.0,2,1.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jim Dray,2011,1.0,1,2.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jim Dray,2012,2.888888888888889,1,1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Jim Dray,2013,3.7142857142857144,9,2.888888888888889,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4444444444444446,20.555555555555557,0.2222222222222222,0.0,0.1111111111111111,0.0,,,,,,,,,,,,,,,
Donald Lee,2010,3.0,5,4.4,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,13.8,0.6,0.0,0.2,0.0,,,,,,,,,,,,,,,
